Frame,center_x,center_y,width_px,height_px,angle_deg,diameter_px,source
0,220.88,138.874,38.0,41.0,122.639,41.0,auto
1,221.983,136.735,42.0,43.0,22.895,43.0,auto
2,221.456,138.076,39.0,41.0,97.4544,41.0,auto
3,222.20184326171875,136.27894592285156,38.23365020751953,41.69188690185547,114.43836212158205,41.69188690185547,manual
4,221.8743133544922,135.51893615722656,36.35585784912109,39.31208801269531,171.80499267578125,39.31208801269531,manual
5,221.447,136.972,39.0,41.0,0.565677,41.0,auto
6,222.8206329345703,137.52371215820312,39.68971252441406,40.64440155029297,91.77769470214844,40.64440155029297,manual
7,222.71881103515625,137.16505432128906,36.97270202636719,39.72230911254883,177.4407196044922,39.72230911254883,manual
8,222.227,138.796,38.0,38.0,161.625,38.0,auto
9,222.8874664306641,139.2642059326172,35.865970611572266,36.99668884277344,121.61892700195312,36.99668884277344,manual
10,222.2153778076172,139.8207550048828,37.86068344116211,39.06379318237305,51.70942306518555,39.06379318237305,manual
11,222.65611267089844,140.3232879638672,34.02490234375,38.74010467529297,43.93946075439453,38.74010467529297,manual
12,221.913,141.402,33.0,38.0,131.042,38.0,auto
13,223.86331176757807,140.41111755371094,36.44994735717773,37.950958251953125,92.9813232421875,37.950958251953125,manual
14,223.635,141.109,36.0,38.0,91.1649,38.0,auto
15,223.35260009765625,141.32302856445312,35.82729721069336,38.16922378540039,29.38350486755371,38.16922378540039,manual
16,223.58154296875,141.67227172851562,35.57085418701172,35.74699020385742,25.02388000488281,35.74699020385742,manual
17,223.199,141.382,35.0,37.0,108.727,37.0,auto
18,223.581,141.503,35.0,37.0,81.8496,37.0,auto
19,223.816,141.489,35.0,38.0,92.9898,38.0,auto
20,223.944,141.964,35.0,36.0,133.497,36.0,auto
21,224.054,141.932,35.0,36.0,76.1946,36.0,auto
22,228.27993774414065,140.28114318847656,34.60118103027344,36.4766731262207,22.98540687561035,36.4766731262207,manual
23,230.21481323242188,141.29364013671875,34.57145309448242,36.00556182861328,74.43891143798828,36.00556182861328,manual
24,228.3396148681641,141.05581665039062,34.21879577636719,36.00705337524414,92.65093994140624,36.00705337524414,manual
25,230.0784454345703,140.7606201171875,33.45732498168945,36.50510025024414,88.2698745727539,36.50510025024414,manual
26,230.172119140625,140.38751220703125,34.098472595214844,35.94129943847656,164.79122924804688,35.94129943847656,manual
27,230.1173553466797,140.67337036132812,33.704124450683594,34.596866607666016,134.70034790039062,34.596866607666016,manual
28,230.22854614257807,141.32069396972656,33.77267074584961,36.25473403930664,72.13138580322266,36.25473403930664,manual
29,230.5390167236328,141.37005615234375,34.128047943115234,35.99571990966797,82.68221282958984,35.99571990966797,manual
30,230.4853973388672,140.76742553710938,34.99409103393555,37.459510803222656,95.01265716552734,37.459510803222656,manual
31,229.86834716796875,141.7675018310547,34.22185134887695,36.44343185424805,177.49281311035156,36.44343185424805,manual
32,229.49624633789065,142.0771942138672,33.80754852294922,39.28435516357422,162.9825439453125,39.28435516357422,manual
